Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.99,5.95,1.28,0.565,F7V,17.862583,Giant
7.49,16.58,0.84,0.498,F6V,18.587921,Giant
9.47,6.88,1.68,0.66,G2/G3V,18.657944,Giant
7.5,8.58,0.98,0.108,A3V,17.167437,Giant
9.13,2.57,0.92,1.096,K1III,16.179665,Dwarf
8.73,3.45,1.06,0.395,A8IV,16.419094,Giant
9.03,4.2,1.21,0.371,F2V,17.146246,Giant
9.23,14.14,1.48,0.794,K0V,19.982246,Giant
8.0,0.63,0.92,0.329,B2Vne,11.996702,Giant
9.59,3.3,1.16,0.11,A3IV,17.18257,Giant
4.88,6.25,1.29,1.021,G8IIIvar,13.859401,Dwarf
8.91,8.34,1.29,0.496,F5V,18.515831,Giant
9.01,0.47,1.24,1.084,G8/K0IV,12.370489,Giant
6.1,3.54,0.6,1.506,K4III,13.8450165,Dwarf
7.0,15.05,0.78,0.551,F7V,17.887682,Giant
8.0,7.37,0.71,0.298,A9V,17.337337,Giant
7.96,8.62,1.1,0.068,A0V,17.637535,Giant
7.53,5.36,0.85,0.088,A1V,16.175825,Giant
9.07,2.36,1.15,0.013,A2V,15.934559,Giant
9.0,7.11,2.04,0.511,F6V,18.259348,Giant
6.84,1.54,0.51,0.127,B0.5V,12.777604,Giant
8.2,4.51,1.1,1.178,K1III,16.470882,Dwarf
8.79,13.63,1.68,0.632,G1V,19.462479,Giant
6.61,5.72,0.84,0.006,A1V,15.39698,Giant
8.16,7.58,0.96,0.48,F5III,17.558346,Dwarf
8.56,-0.05,1.09,0.897,G6III,7.05485,Dwarf
7.68,5.84,1.28,1.612,K5/M0III,16.512064,Dwarf
7.47,1.64,0.76,1.141,K1/K2III,13.544219,Dwarf
7.64,-0.24,0.83,0.038,B2IV,9.541056,Giant
8.8,4.48,1.07,0.294,A2II/IIIw..,17.056389,Dwarf
8.2,2.11,1.01,1.11,K0III,14.821412,Dwarf
8.68,7.39,1.3,0.138,A2V,18.023224,Giant
8.93,9.27,0.85,0.515,F5V,18.7654,Giant
9.02,3.72,4.21,0.35,A8V,16.872715,Giant
8.39,4.87,0.78,0.389,F0III,16.827644,Dwarf
6.28,7.96,0.59,0.006,A1V,15.784565,Giant
9.7,8.72,1.26,0.608,G5V,19.402582,Giant
8.43,3.86,1.05,0.236,A7V,16.362938,Giant
7.23,37.3,1.02,0.714,G8V,20.088543,Giant
4.22,55.79,0.69,0.434,F3/F5V,17.952782,Giant
8.84,44.31,0.8,1.045,K4V,22.07251,Giant
10.7,26.41,2.15,1.294,M0V:,22.808842,Giant
6.28,7.03,0.86,0.916,G5III,15.514776,Dwarf
6.01,8.65,0.48,0.042,A2V,15.69508,Giant
7.28,0.74,0.93,1.726,M3Iab/Ib,11.626159,Dwarf
6.34,5.47,0.97,1.277,K3III:,15.029937,Dwarf
6.53,2.84,0.51,-0.151,B5V,13.796593,Giant
9.26,1.99,1.57,1.149,K0III,15.754266,Dwarf
8.25,0.8,1.09,0.409,O9Iab:,12.76545,Dwarf
7.59,4.06,0.93,-0.099,B3V,15.63263,Giant
5.94,17.82,0.72,0.524,F4V,17.194538,Giant
7.58,7.17,1.05,0.513,F5V,16.857595,Giant
8.54,1.89,1.04,0.016,B9.5V,14.922309,Giant
7.59,2.68,0.83,-0.028,B8V,14.730675,Giant
7.11,14.7,0.98,1.07,K1IV,17.946587,Giant
6.99,8.73,0.56,0.324,A9IV,16.695072,Giant
7.72,-0.87,0.93,0.0,B2IIIn,12.417596,Dwarf
8.78,30.02,1.68,0.943,K3V,21.167053,Giant
9.49,3.73,1.13,0.273,A7V,17.348545,Giant
9.01,4.43,1.33,1.015,G8/K0IV,17.24202,Giant
7.94,3.73,0.74,1.311,K2III,15.798544,Dwarf
7.76,6.84,1.07,0.214,A1IV/V,16.93528,Giant
8.45,2.74,1.11,1.093,K0III,15.638753,Dwarf
6.82,5.25,1.05,0.194,A2/A3IV,15.420797,Giant
8.66,4.57,0.91,0.54,F7V,16.95958,Giant
8.98,41.07,2.11,1.145,K3V,22.047623,Giant
8.49,18.31,1.84,0.807,K0V,19.80344,Giant
8.83,9.09,1.64,0.57,G0V,18.622818,Giant
7.22,4.1,0.96,1.284,K1III,15.283918,Dwarf
9.6,14.99,0.99,0.602,G3Vw...,20.47901,Giant
8.39,2.48,0.65,1.393,K4III,15.362259,Dwarf
8.77,15.82,1.18,0.593,G2V,19.766033,Giant
6.29,41.41,0.77,0.623,G3IV,19.375526,Giant
8.25,5.35,0.65,0.498,F5IV,16.89177,Giant
9.12,1.14,0.75,-0.03,B4V,14.404524,Giant
9.45,0.01,1.25,1.09,K0III,4.45,Dwarf
4.86,5.66,0.82,0.992,G8IIIvar,13.624083,Dwarf
6.0,5.79,0.83,1.38,K5II,14.813393,Dwarf
6.46,7.3,0.58,-0.083,B9V,15.776614,Giant
9.1,4.38,2.42,0.559,F6V,17.307371,Giant
6.07,4.32,0.54,1.647,M5III,14.247419,Dwarf
6.74,1.67,1.03,0.921,G8/K0III+..,12.853582,Dwarf
6.55,4.87,0.56,1.37,K3III,14.987645,Dwarf
8.64,6.57,2.25,0.6,F6V,17.727829,Giant
9.71,4.88,1.55,0.648,G2/G3V,18.1521,Giant
7.94,13.8,1.3,0.66,G3V,18.639397,Giant
10.6,2.37,1.88,0.2,B9V,17.473742,Giant
9.21,5.49,2.13,0.469,F3V,17.907862,Giant
7.39,5.96,1.14,0.324,A6V,16.266232,Giant
8.98,86.76,0.89,1.386,K7V,23.671598,Giant
8.88,5.41,0.9,0.435,F3V,17.545986,Giant
6.21,3.98,0.53,1.61,M2III,14.209415,Dwarf
9.39,2.36,1.27,0.416,F2V,16.25456,Giant
10.93,-1.3,1.97,0.866,K2V,16.499718,Giant
6.14,6.65,0.66,0.998,K1IV,15.254108,Giant
6.7,7.54,0.6,0.122,A3V,16.086857,Giant
4.2,10.79,0.61,-0.013,B9Vvar,14.365108,Giant
7.71,5.48,0.85,0.085,A2V,16.403904,Giant
9.13,18.27,1.14,0.652,G5V,20.438694,Giant
8.72,9.01,1.34,0.729,G7III,18.493626,Dwarf
6.33,3.64,0.59,-0.127,B3V,14.135508,Giant
8.16,7.52,0.95,0.433,F3V,17.541088,Giant
7.92,8.68,0.7,0.468,F5Vs...,17.612598,Giant
8.61,0.23,1.15,1.524,M3/M4III,10.418639,Dwarf
7.39,3.62,0.81,1.241,K1III,15.183542,Dwarf
8.43,3.38,1.43,0.006,B8V,16.074585,Giant
8.02,9.6,0.98,0.45,F5V,17.931356,Giant
6.44,9.05,0.58,1.074,K1III,16.223244,Dwarf
8.49,1.27,0.94,-0.041,B8/B9V,14.009018,Giant
7.91,2.87,1.16,1.55,M4II,15.1994095,Dwarf
8.42,11.03,1.05,0.708,G6V,18.632877,Giant
8.52,2.65,1.35,0.128,A0V,15.63623,Giant
9.07,3.29,0.93,0.426,A9V,16.65598,Giant
6.35,7.92,0.82,-0.002,A1Vn,15.843626,Giant
6.98,19.7,0.56,0.582,G0V,18.452332,Giant
7.5,1.97,0.98,1.65,M1III,13.972331,Dwarf
9.34,9.51,1.28,0.526,G0V,19.230904,Giant
7.66,5.76,0.99,0.168,A0V,16.462112,Giant
10.66,3.57,2.85,0.156,B9IV/V,18.42334,Giant
6.2,0.71,0.83,0.487,B3IVe+...,10.456291,Giant
8.48,4.82,1.0,0.26,A5V,16.895235,Giant
8.11,7.08,1.17,0.285,A8/A9IV,17.360165,Giant
8.72,2.21,0.81,0.965,G6III,15.441961,Dwarf
8.86,17.14,0.77,0.812,K0/K1V,20.030052,Giant
7.18,57.88,0.58,0.872,K1V,20.992641,Giant
9.78,5.47,1.07,0.542,F8IV/V,18.469936,Giant
7.96,3.8,1.0,1.238,K1IIICN...,15.858918,Dwarf
9.9,4.21,1.77,0.498,F5V,18.02141,Giant
9.6,2.62,1.85,0.415,F2V,16.691507,Giant
7.99,10.42,1.06,0.448,F5V,18.079338,Giant
7.38,4.73,1.42,0.239,A6/A7V,15.754306,Giant
5.09,17.07,0.69,0.022,A1V,16.251167,Giant
8.13,4.23,1.47,1.074,G8III/IV,16.261703,Giant
8.51,9.5,1.22,0.493,F5V,18.398619,Giant
8.49,7.9,1.1,0.51,F3V,17.978134,Giant
6.82,6.4,0.87,1.245,MIII,15.850901,Dwarf
6.99,7.96,0.86,1.201,K1III,16.494564,Dwarf
8.11,3.99,2.1,0.182,A3V,16.114864,Giant
8.05,14.25,0.79,0.524,F7V,18.819073,Giant
8.93,9.21,1.16,0.513,F5V,18.751299,Giant
5.69,4.68,0.58,-0.086,B5V,14.041229,Giant
8.53,3.66,0.65,-0.039,B9.5V,16.347404,Giant
7.91,6.91,1.3,0.413,F2V,17.10739,Giant
7.18,6.41,0.93,0.136,A2IV/V,16.21429,Giant
6.93,1.18,1.01,-0.004,B1III,12.28941,Dwarf
8.84,7.1,1.35,0.633,G0V,18.09629,Giant
7.86,7.55,0.97,0.363,F0V,17.249735,Giant
6.31,47.51,0.78,0.596,F9V,19.693924,Giant
7.8,9.63,0.65,0.448,F5V,17.718132,Giant
8.8,4.78,0.84,0.61,G2IV/V,17.19714,Giant
9.2,11.98,1.03,0.654,G3IV/V,19.592285,Giant
8.98,9.15,0.79,0.501,F5V,18.787106,Giant
8.82,3.36,1.24,0.827,G8III/IV,16.451696,Giant
8.26,12.48,1.23,0.556,F7V,18.741074,Giant
9.26,11.01,1.4,0.672,G5V,19.468937,Giant
7.13,2.34,0.9,0.435,O9IV,13.97608,Giant
7.79,5.26,0.91,1.302,K2III,16.394928,Dwarf
7.86,3.09,0.99,1.193,K1/K2III,15.309793,Dwarf
6.0,11.87,1.15,0.168,A7III-IVs,16.372253,Giant
9.33,7.37,0.99,0.516,F5/F6III/IV,18.667337,Giant
7.73,12.65,1.02,0.573,F8Vws,18.240452,Giant
7.74,0.19,0.66,0.3,B1Ib-II,9.133768,Dwarf
8.41,4.66,1.08,0.33,A9V,16.75193,Giant
5.75,7.55,0.71,0.074,A3V,15.139735,Giant
9.41,5.21,1.3,0.492,F5V,17.994188,Giant
6.97,51.27,0.88,0.766,K0V,20.519316,Giant
8.78,3.06,0.74,0.154,A1IV,16.208607,Giant
8.03,3.7,0.95,-0.048,B9V,15.871009,Giant
9.03,0.71,1.17,1.181,K2Vevar,13.286291,Giant
9.8,3.9,1.62,0.525,F5/F6V,17.755323,Giant
7.46,7.98,0.71,0.203,A7V,16.970015,Giant
4.98,1.72,1.0,-0.097,O9.5Vpe,11.157642,Giant
4.75,9.2,0.52,-0.091,B8/B9V,14.568939,Giant
8.16,10.54,1.11,0.471,F3V,18.274202,Giant
7.28,14.36,0.59,0.483,F5V,18.065773,Giant
8.85,-0.96,1.22,1.083,G6III,13.761356,Dwarf
8.53,2.05,1.23,1.517,K2III,15.088769,Dwarf
8.12,11.73,0.77,0.521,F6V,18.46649,Giant
8.57,4.81,0.74,1.047,G8III/IV,16.980724,Giant
7.85,3.89,0.9,0.7,F3IV,15.799747,Giant
6.93,17.67,0.67,0.532,G0IV/V,18.166183,Giant
7.18,7.88,0.69,0.366,F2III/IV,16.66263,Giant
7.93,4.96,1.25,0.197,A3V,16.407408,Giant
8.83,0.98,1.25,1.068,G8III/IV,13.786131,Giant
8.88,9.43,0.89,0.566,G0V,18.75256,Giant
7.31,13.47,0.84,0.888,K0V,17.956839,Giant
8.65,2.74,1.06,1.247,K2III,15.838753,Dwarf
8.16,4.09,1.05,0.174,A2IV/V,16.218616,Giant
2.72,10.67,0.93,1.38,K3III,12.860822,Dwarf
6.92,5.33,0.65,0.915,G6III,15.553637,Dwarf
8.46,9.47,1.64,0.377,A9V,18.341751,Giant
5.38,12.69,0.72,1.069,K0III,15.897309,Dwarf
9.22,9.02,1.74,0.547,G3V,18.996033,Giant
7.91,13.36,1.85,0.65,G2V,18.539032,Giant
8.3,1.06,0.94,-0.07,B8V,13.426529,Giant
9.3,8.58,1.51,0.619,G3/G5V,18.967438,Giant
8.39,15.15,1.24,0.816,K0IV,19.292065,Giant
8.99,2.61,1.96,0.0,B9.5V,16.073202,Giant
9.72,3.69,1.76,0.5,F2/F3V,17.555132,Giant
8.7,8.66,1.32,0.488,F8V,18.387589,Giant
4.11,22.42,0.57,1.006,K0III,15.863178,Dwarf
9.35,3.89,1.43,0.972,K1IV,17.299747,Giant
9.79,7.65,1.66,0.626,G5V,19.208307,Giant
9.03,3.79,1.19,1.104,K0III/IV,16.923195,Giant
6.61,13.28,0.79,0.905,K0IIICNIV,17.22599,Giant
9.02,13.96,1.04,0.668,G5V,19.744429,Giant
8.89,1.16,1.16,-0.01,B9.5V,14.21229,Giant
5.58,11.02,0.67,0.944,K0III/IV,15.790907,Giant
8.39,-1.15,0.83,1.08,F5Ib/II,13.693489,Dwarf
9.42,5.25,1.12,0.384,F3V,18.020798,Giant
8.58,3.83,1.13,0.166,A3V,16.495995,Giant
8.78,27.46,1.87,0.939,K1V,20.973503,Giant
5.59,15.35,0.67,0.179,A4IV,16.520542,Giant
9.32,5.16,1.38,0.455,A9IV/V,17.883247,Giant
9.03,3.58,1.34,0.052,B2Ve,16.799416,Giant
6.44,6.29,0.5,0.26,A8/A9IV,15.433252,Giant
7.59,12.57,0.61,0.496,F7IV/V,18.086676,Giant
5.89,12.59,0.51,1.088,K2III,16.390127,Dwarf
9.66,5.91,1.77,0.48,F0V,18.517937,Giant
7.82,4.55,0.99,0.239,A2IV,16.110058,Giant
8.72,1.19,1.1,-0.16,B9Ib/II,14.097735,Dwarf
9.12,1.42,0.86,0.016,A0V,14.881441,Giant
8.43,6.71,1.81,0.505,F5V,17.563614,Giant
9.16,7.66,1.54,0.538,F7V,18.581142,Giant
10.07,5.11,1.77,0.494,A9/F0V,18.612104,Giant
7.88,5.78,1.04,0.383,F0V,16.68964,Giant
6.83,66.29,6.81,0.779,K0V,20.937239,Giant
7.44,2.74,0.56,-0.111,B6V,14.628754,Giant
8.76,2.48,0.83,0.89,G6IV,15.732258,Giant
8.41,8.94,0.8,0.464,F5V,18.166687,Giant
8.56,0.57,1.12,1.639,K2/K3III,12.339375,Dwarf
9.51,5.69,1.29,0.833,G8V,18.28556,Giant
6.33,9.36,0.82,0.13,A1V,16.186378,Giant
9.77,4.01,1.65,0.39,A0V,17.785723,Giant
8.85,6.01,0.9,0.75,G5V,17.744373,Giant
8.43,0.88,0.72,0.02,B8III,13.152414,Dwarf
9.49,1.07,1.42,0.965,G8IV,14.636919,Giant
8.9,8.08,1.14,0.424,F5IV/V,18.437057,Giant
9.4,12.61,4.2,0.819,K1V,19.903576,Giant
6.04,10.99,0.5,1.165,K1III:,16.244987,Dwarf
8.27,5.04,0.95,0.098,A1V,16.782154,Giant
7.44,5.2,0.64,0.14,A1V,16.020018,Giant
9.93,2.08,1.75,0.408,F0V,16.520317,Giant
7.89,5.34,1.08,0.932,K0III,16.527706,Dwarf
8.97,24.23,4.08,0.885,K0V,20.891768,Giant
8.79,6.76,1.2,0.385,F0V,17.939734,Giant
8.16,0.1,1.19,0.58,B8Iab:,8.16,Dwarf
6.32,23.72,0.77,0.45,F5V,18.195574,Giant
9.26,5.99,1.57,0.556,F5V,18.147135,Giant
8.21,10.95,0.77,0.681,G3IV,18.40707,Giant
8.88,4.67,1.33,1.114,K1III,17.226585,Dwarf
8.59,4.71,1.39,0.6,G8III/IV,16.955105,Giant
9.1,2.7,2.08,1.013,G6/G8IV,16.25682,Giant
8.63,3.67,0.98,0.915,G8III,16.453331,Dwarf
6.59,11.41,0.95,1.085,K2IVCN...,16.876429,Giant
8.69,0.06,0.89,-0.036,B9V,7.580756,Giant
8.2,0.42,1.24,1.855,G5Iab,11.316246,Dwarf
9.05,9.53,1.33,0.633,G2V,18.945465,Giant
8.64,7.38,1.19,0.51,F7V,17.980282,Giant
9.16,5.46,1.02,0.889,G8/K0IV/V,17.845963,Giant
7.52,3.27,0.95,1.164,K0III,15.092739,Dwarf
7.19,3.33,0.53,-0.104,B8V,14.802221,Giant
9.22,-0.51,1.21,-0.024,O9.5V:,12.757851,Giant
8.0,3.95,0.92,0.953,G8III/IV,15.9829855,Giant
7.18,3.32,0.89,0.39,B8III,14.78569,Dwarf
9.85,26.11,2.12,1.118,K5V,21.934036,Giant
9.45,12.47,1.41,0.656,G5V,19.929333,Giant
9.21,7.57,1.28,0.574,F8/G0V,18.60548,Giant
7.48,4.95,1.0,1.226,K1III,15.953026,Dwarf
6.39,4.2,1.01,1.034,G8III,14.506247,Dwarf
6.98,13.32,0.8,0.225,A4V,17.60252,Giant
5.78,3.15,0.84,-0.036,B1V,13.271553,Giant
7.01,5.79,0.88,-0.014,A0IV/V,15.823393,Giant
8.76,2.99,1.18,0.068,B9.5V,16.138355,Giant
7.45,6.78,0.85,0.397,F0III,16.606148,Dwarf
8.72,7.65,0.76,0.439,F3V,18.138308,Giant
8.97,3.92,1.02,0.398,F0V,16.93643,Giant
9.14,3.26,1.23,0.413,F5V,16.706089,Giant
9.28,8.64,1.01,0.793,G6/G8V,18.962568,Giant
8.36,12.07,0.92,0.465,F5V,18.768536,Giant
9.93,15.57,1.73,0.633,G3V,20.891443,Giant
8.26,0.91,1.14,0.792,G2V,13.055207,Giant
7.8,10.13,0.96,0.687,G6IV/V,17.828049,Giant
8.84,3.1,0.8,0.293,A8IV/V,16.296808,Giant
9.56,0.95,5.74,0.363,F2III/IV,14.448618,Giant
8.28,4.55,0.94,1.114,K1/K2III:,16.570057,Dwarf
8.9,7.32,1.33,0.463,F5V,18.222555,Giant
7.89,1.89,1.05,1.424,K3III,14.272308,Dwarf
9.42,3.23,0.93,0.986,G8V,16.966013,Giant
8.16,8.55,1.03,0.394,F2/F3V,17.81983,Giant
7.62,11.47,1.04,0.585,G0/G1V,17.917816,Giant
8.62,7.47,0.81,0.508,F7V,17.986603,Giant
8.29,2.83,1.09,1.183,K1IIICNIV,15.548932,Giant
8.75,1.75,0.85,1.385,K2III,14.965191,Dwarf
6.1,18.47,0.73,0.341,F2V,17.432335,Giant
9.27,28.7,1.29,0.996,K3V,21.55941,Giant
7.3,11.95,0.67,0.976,K0IV,17.68684,Giant
8.07,6.14,1.01,0.474,F5V,17.010841,Giant
7.51,2.76,0.88,1.179,K1III,14.714546,Dwarf
7.03,8.3,30.01,-0.033,B9Vn,16.625391,Giant
8.69,5.16,0.75,0.995,G8IV,17.253248,Giant
9.49,11.5,1.41,0.567,G2V,19.793488,Giant
8.81,3.92,1.49,0.411,F0V,16.77643,Giant
5.87,8.43,0.73,0.17,A3V,15.499137,Giant
9.25,5.87,0.83,0.453,F5IV,18.093191,Giant
7.94,6.6,1.02,0.087,A2Vn,17.03772,Giant
7.13,9.47,0.75,0.055,A0V,17.01175,Giant
7.34,16.24,1.35,0.534,F8V,18.392931,Giant
8.69,7.2,1.13,0.519,F6V,17.976662,Giant
8.42,5.62,1.23,0.74,G3IV,17.168682,Giant
8.61,0.06,1.12,1.426,K3III,7.5007563,Dwarf
5.13,9.08,0.87,0.934,G8II,14.920429,Dwarf
8.3,5.36,1.79,0.827,G3V,16.945824,Giant
8.04,-0.31,1.02,0.047,B9III,10.496808,Dwarf
8.4,2.9,0.72,-0.057,B9V,15.71199,Giant
9.14,5.6,2.1,0.755,F6V,17.88094,Giant
7.91,2.81,1.65,0.1,A2/A3V+...,15.153532,Giant
7.59,12.66,0.93,0.481,F5V,18.102169,Giant
6.57,4.39,0.88,0.796,G2IV,14.782322,Giant
8.51,1.95,0.75,1.556,M2III,14.960174,Dwarf
9.59,3.68,1.94,0.1,A0IV/V,17.419239,Giant
5.08,98.54,0.45,0.714,G5V,20.048061,Giant
8.47,1.62,1.1,0.884,G6:III/IV+.,14.517575,Giant
9.22,7.89,1.32,0.45,F3V,18.705385,Giant
8.35,7.51,1.14,0.324,A6IV,17.728199,Giant
8.77,14.22,0.76,0.581,G0V,19.5345,Giant
6.88,22.39,0.87,0.448,F7V,18.63027,Giant
7.95,9.69,1.11,0.317,A9IV/V,17.881618,Giant
7.53,5.92,0.86,0.235,A2/A3IV,16.39161,Giant
7.48,7.64,1.79,0.405,F3/F5V,16.895466,Giant
8.84,2.38,1.57,0.003,A0V,15.722885,Giant
8.9,2.54,1.01,1.098,K1III,15.924168,Dwarf
8.71,13.02,1.13,0.552,F6/F7V,19.283054,Giant
6.75,15.63,1.01,0.248,A5V,17.719795,Giant
9.33,4.26,1.39,0.633,A8V,17.477047,Giant
8.81,2.14,1.22,1.044,G9IIICN...,15.4620695,Dwarf
8.41,8.17,1.21,0.46,F3V,17.971111,Giant
8.28,10.44,1.02,0.486,F7IV,18.373503,Giant
8.2,3.27,1.1,1.142,K0III,15.772739,Dwarf
9.26,11.31,1.08,0.608,G0V,19.527313,Giant
7.48,6.68,1.41,0.949,G8IV...,16.603882,Giant
9.17,12.57,1.15,0.622,G5V,19.666676,Giant
8.21,3.92,0.78,1.172,K0III,16.17643,Dwarf
8.77,9.24,0.73,0.383,F3V,18.59836,Giant
8.23,3.76,1.07,0.987,K0III,16.105938,Dwarf
8.79,14.48,0.83,0.67,G3V,19.593842,Giant
8.18,16.72,1.1,0.53,F7V,19.29618,Giant
7.64,19.04,0.95,0.485,F5V,19.038334,Giant
8.31,5.39,1.16,0.352,F0V,16.967945,Giant
9.24,41.22,1.41,1.186,K7V,22.31554,Giant
7.95,7.94,0.68,0.265,A3III,17.449102,Dwarf
7.45,13.39,0.59,0.385,F0III/IV,18.083902,Giant
8.9,11.47,1.12,0.663,G3V,19.197817,Giant
8.82,7.2,1.21,0.422,F3V,18.106663,Giant
9.74,6.58,1.85,0.473,F4V,18.83113,Giant
8.83,5.33,0.74,0.383,F0IV,17.463636,Giant
8.94,7.62,2.28,0.468,F2V,18.349773,Giant
5.58,28.24,0.93,0.471,F6V,17.834324,Giant
7.36,5.41,0.88,0.073,B9V,16.025986,Giant
9.15,2.33,1.23,1.554,K4V,15.986779,Giant
7.57,28.11,1.14,0.595,G0V,19.814304,Giant
7.56,2.27,0.67,1.564,M1III,14.340129,Dwarf
9.3,0.29,1.27,1.3,K2III,11.61199,Dwarf
9.81,2.11,1.63,1.105,G8IV/V,16.431412,Giant
5.39,13.86,0.61,0.9,G8III,16.098816,Dwarf
8.47,13.41,2.0,0.53,G0V+...,19.107143,Giant
7.44,13.43,0.92,0.338,F2V,18.080381,Giant
7.71,2.41,1.03,0.944,F8IV,14.620086,Giant
6.53,4.93,0.66,1.388,K4III,14.994234,Dwarf
6.86,9.56,0.79,0.139,A3V,16.76229,Giant
7.49,14.39,1.03,0.428,F5IV/V,18.280304,Giant
6.29,19.81,0.87,0.462,F3/F5V,17.774422,Giant
8.81,3.9,1.35,1.099,G8IV,16.765324,Giant
8.82,9.66,1.26,0.45,F6V,18.744884,Giant
8.12,9.79,0.68,0.752,G5IV/V,18.073914,Giant
8.12,2.1,1.46,1.03,G8III,14.731096,Dwarf
9.28,11.92,3.29,0.737,G8IV,19.66138,Giant
9.6,7.56,1.57,0.527,F6V,18.992609,Giant
6.63,3.89,0.86,1.61,M2III:,14.579748,Dwarf
8.51,14.68,0.88,0.51,F7V,19.343632,Giant
8.81,21.11,0.96,0.675,G8V,20.432442,Giant
8.11,8.94,0.73,0.385,F3V,17.866688,Giant
6.97,3.53,0.66,1.628,M1/M2III,14.708874,Dwarf
9.18,1.07,1.28,1.189,K2III,14.32692,Dwarf
7.92,7.91,1.24,1.046,K0III,17.410881,Dwarf
9.08,32.53,1.56,0.957,K2V,21.64142,Giant
9.22,15.24,1.36,0.619,G2V,20.134926,Giant
8.38,2.3,1.11,1.298,K2III,15.188639,Dwarf
8.34,2.41,0.87,0.155,A3IV/V,15.250086,Giant
7.88,1.28,0.8,1.401,G8V,13.41605,Giant
9.08,1.56,0.89,1.031,G8III/IV,15.045623,Giant
7.75,1.92,1.04,1.293,K0V,14.166506,Giant
8.85,6.1,1.06,0.48,F5V,17.77665,Giant
7.76,2.97,0.93,0.0,A1IV/V,15.123782,Giant
6.83,7.46,0.9,0.962,K0III,16.193695,Dwarf
8.6,3.83,1.36,1.197,G8III,16.515995,Dwarf
9.3,5.28,2.34,1.11,K1III,17.91317,Dwarf
7.41,7.09,0.78,0.225,A6V,16.66323,Giant
8.01,133.63,33.56,1.519,K5V,23.63952,Giant
11.41,9.26,2.83,0.93,G0V:var,21.243055,Giant
5.78,4.94,0.9,-0.004,A0V,14.248636,Giant
5.86,11.42,0.68,0.482,F6IV-V,16.14833,Giant
8.87,2.59,0.79,0.019,B9V,15.936499,Giant
7.81,1.32,1.05,1.551,MIII,13.41287,Dwarf
6.62,7.32,0.93,0.056,A1IV,15.942555,Giant
8.97,2.09,1.2,1.379,K1III,15.570732,Dwarf
5.14,6.32,0.76,1.355,K1III-IV,14.143585,Giant
9.05,12.29,1.41,0.549,F5V,19.49776,Giant
8.47,16.52,1.3,0.6,G0V,19.560051,Giant
9.28,13.91,1.26,0.652,G5V,19.996635,Giant
8.17,17.91,0.97,0.652,G3V,19.435478,Giant
9.04,6.09,1.11,0.283,F0V,17.963085,Giant
7.45,5.06,0.91,0.078,A0V,15.970752,Giant
9.25,15.09,0.85,0.732,G5/G6V,20.143446,Giant
8.21,15.2,1.11,0.713,G3IV,19.119219,Giant
8.5,1.94,1.51,1.163,G8III,14.939009,Dwarf
8.34,3.1,1.1,0.691,B9.5IV/V+..,15.796808,Giant
7.01,21.34,0.86,0.458,F5V,18.655973,Giant
10.67,3.68,3.1,0.375,F0V,18.499239,Giant
8.37,7.19,0.97,0.555,F6V,17.653645,Giant
7.24,6.65,0.85,1.117,K0III/IV,16.354107,Giant
9.25,-0.64,0.94,0.429,A9III,13.280899,Dwarf
7.68,10.77,1.0,0.508,F6V,17.841078,Giant
9.08,3.12,1.25,0.785,G5III,16.550774,Dwarf
6.63,1.41,0.79,1.28,K2II,12.376096,Dwarf
7.2,5.92,1.04,0.973,K0III,16.061607,Dwarf
7.24,10.17,0.84,0.602,F6V,17.276604,Giant
6.73,0.43,0.71,0.574,F7Ib/II,9.897343,Dwarf
7.89,6.54,0.68,0.905,G8III/IV,16.967888,Giant
7.57,12.01,0.99,0.283,A7/A8III/IV,17.967716,Giant
7.82,1.98,0.97,1.659,K4III,14.303326,Dwarf
7.84,2.49,0.63,-0.076,B9Vp...,14.820997,Giant
6.35,2.54,2.9,-0.151,B2IV-V,13.374168,Giant
8.0,21.75,1.0,0.63,G3/G5V,19.687298,Giant
5.9,3.63,0.87,1.529,K5III,13.699533,Dwarf
8.73,3.8,1.12,0.357,F0V,16.628918,Giant
8.68,9.84,1.23,0.554,F7V,18.644976,Giant
8.72,7.09,1.16,0.187,A2V,17.973232,Giant
7.87,6.37,0.75,0.399,F0IV,16.890697,Giant
7.28,1.28,0.81,2.015,M2Ia/ab,12.81605,Dwarf
6.25,21.22,1.06,0.313,A7III,17.883728,Dwarf
7.84,4.36,1.11,0.501,F5V,16.037434,Giant
8.16,1.93,0.62,0.049,B9.5IV/V,14.587786,Giant
6.63,5.48,0.54,0.879,G8III,15.323903,Dwarf
8.67,6.49,0.74,0.582,F8V,17.731224,Giant
8.01,10.08,1.01,0.835,G8V,18.027302,Giant
9.01,1.06,1.68,-0.017,B8III/IV,14.13653,Giant
8.65,2.01,1.02,0.139,A2V,15.165979,Giant
5.79,12.25,0.56,0.041,A1V,16.230682,Giant
7.07,4.03,1.19,0.336,F2III/IV,15.096525,Giant
9.95,25.99,1.02,0.963,K3:V:,22.024033,Giant
8.67,0.41,1.02,1.323,K1/K2III:,11.733919,Dwarf
8.64,4.49,1.05,0.689,G2III,16.901232,Dwarf
9.31,10.53,3.46,0.623,G3V,19.422142,Giant
8.21,4.23,0.98,0.109,A1V,16.341702,Giant
8.5,10.27,1.01,0.539,F8/G0V+...,18.557852,Giant
8.97,4.98,1.14,0.482,F5V,17.456146,Giant
